6392B6C5FB53
source,time,hwid,type,samples,maxRSSI,mean,stddev
6392B6C5FB53,1502474550,459F7A08D5D7,2,27,-67,-71.037,2.12098
6392B6C5FB53,1502474550,5D358CDAED0D,2,30,-43,-43.5,0.820008
6392B6C5FB53,1502474550,9A34ECDEA99E,2,28,-62,-62.8214,0.772374
6392B6C5FB53,1502474550,F9632B2DFC58,2,28,-66,-67.6428,1.02611
6392B6C5FB53,1502474550,459F7A08D5D7,2,27,-67,-71.037,2.12098
6392B6C5FB53,1502474550,5D358CDAED0D,2,30,-43,-43.5,0.820008
6392B6C5FB53,1502474550,9A34ECDEA99E,2,28,-62,-62.8214,0.772374
6392B6C5FB53,1502474550,F9632B2DFC58,2,28,-66,-67.6428,1.02611
6392B6C5FB53,1502474550,459F7A08D5D7,2,27,-67,-71.037,2.12098
6392B6C5FB53,1502474550,5D358CDAED0D,2,30,-43,-43.5,0.820008
6392B6C5FB53,1502474550,9A34ECDEA99E,2,28,-62,-62.8214,0.772374
6392B6C5FB53,1502474550,F9632B2DFC58,2,28,-66,-67.6428,1.02611
6392B6C5FB53,1502474550,459F7A08D5D7,2,27,-67,-71.037,2.12098
6392B6C5FB53,1502474550,5D358CDAED0D,2,30,-43,-43.5,0.820008
6392B6C5FB53,1502474550,9A34ECDEA99E,2,28,-62,-62.8214,0.772374
6392B6C5FB53,1502474550,F9632B2DFC58,2,28,-66,-67.6428,1.02611
6392B6C5FB53,1502474550,459F7A08D5D7,2,27,-67,-71.037,2.12098
6392B6C5FB53,1502474550,5D358CDAED0D,2,30,-43,-43.5,0.820008
6392B6C5FB53,1502474550,9A34ECDEA99E,2,28,-62,-62.8214,0.772374
6392B6C5FB53,1502474550,F9632B2DFC58,2,28,-66,-67.6428,1.02611
6392B6C5FB53,1502474550,459F7A08D5D7,2,27,-67,-71.037,2.12098
6392B6C5FB53,1502474550,5D358CDAED0D,2,30,-43,-43.5,0.820008
6392B6C5FB53,1502474550,9A34ECDEA99E,2,28,-62,-62.8214,0.772374
6392B6C5FB53,1502474550,F9632B2DFC58,2,28,-66,-67.6428,1.02611
6392B6C5FB53,1502474550,459F7A08D5D7,2,27,-67,-71.037,2.12098
6392B6C5FB53,1502474550,5D358CDAED0D,2,30,-43,-43.5,0.820008
6392B6C5FB53,1502474550,9A34ECDEA99E,2,28,-62,-62.8214,0.772374
6392B6C5FB53,1502474550,F9632B2DFC58,2,28,-66,-67.6428,1.02611
6392B6C5FB53,1502474550,459F7A08D5D7,2,27,-67,-71.037,2.12098
6392B6C5FB53,1502474550,5D358CDAED0D,2,30,-43,-43.5,0.820008
6392B6C5FB53,1502474550,9A34ECDEA99E,2,28,-62,-62.8214,0.772374
6392B6C5FB53,1502474550,F9632B2DFC58,2,28,-66,-67.6428,1.02611
6392B6C5FB53,1502474550,459F7A08D5D7,2,27,-67,-71.037,2.12098
6392B6C5FB53,1502474550,5D358CDAED0D,2,30,-43,-43.5,0.820008
6392B6C5FB53,1502474550,9A34ECDEA99E,2,28,-62,-62.8214,0.772374
6392B6C5FB53,1502474550,F9632B2DFC58,2,28,-66,-67.6428,1.02611
6392B6C5FB53,1502474550,459F7A08D5D7,2,27,-67,-71.037,2.12098
6392B6C5FB53,1502474550,5D358CDAED0D,2,30,-43,-43.5,0.820008
6392B6C5FB53,1502474550,9A34ECDEA99E,2,28,-62,-62.8214,0.772374
6392B6C5FB53,1502474550,F9632B2DFC58,2,28,-66,-67.6428,1.02611
6392B6C5FB53,1502474550,459F7A08D5D7,2,27,-67,-71.037,2.12098
6392B6C5FB53,1502474550,5D358CDAED0D,2,30,-43,-43.5,0.820008
6392B6C5FB53,1502474550,9A34ECDEA99E,2,28,-62,-62.8214,0.772374
6392B6C5FB53,1502474550,F9632B2DFC58,2,28,-66,-67.6428,1.02611
6392B6C5FB53,1502474550,459F7A08D5D7,2,27,-67,-71.037,2.12098
6392B6C5FB53,1502474550,5D358CDAED0D,2,30,-43,-43.5,0.820008
6392B6C5FB53,1502474550,9A34ECDEA99E,2,28,-62,-62.8214,0.772374
6392B6C5FB53,1502474550,F9632B2DFC58,2,28,-66,-67.6428,1.02611
6392B6C5FB53,1502474550,459F7A08D5D7,2,27,-67,-71.037,2.12098
6392B6C5FB53,1502474550,5D358CDAED0D,2,30,-43,-43.5,0.820008
6392B6C5FB53,1502474550,9A34ECDEA99E,2,28,-62,-62.8214,0.772374
6392B6C5FB53,1502474550,F9632B2DFC58,2,28,-66,-67.6428,1.02611
6392B6C5FB53,1502474550,459F7A08D5D7,2,27,-67,-71.037,2.12098
6392B6C5FB53,1502474550,5D358CDAED0D,2,30,-43,-43.5,0.820008
6392B6C5FB53,1502474550,9A34ECDEA99E,2,28,-62,-62.8214,0.772374
6392B6C5FB53,1502474550,F9632B2DFC58,2,28,-66,-67.6428,1.02611
6392B6C5FB53,1502474550,459F7A08D5D7,2,27,-67,-71.037,2.12098
6392B6C5FB53,1502474550,5D358CDAED0D,2,30,-43,-43.5,0.820008
6392B6C5FB53,1502474550,9A34ECDEA99E,2,28,-62,-62.8214,0.772374
6392B6C5FB53,1502474610,F9632B2DFC58,2,28,-67,-67.9286,0.539448
6392B6C5FB53,1502474610,459F7A08D5D7,2,23,-67,-70.7391,1.9121
6392B6C5FB53,1502474610,9A34ECDEA99E,2,30,-62,-63.4,0.723973
6392B6C5FB53,1502474610,5D358CDAED0D,2,30,-42,-44.1667,1.20583
6392B6C5FB53,1502474610,F9632B2DFC58,2,28,-67,-67.9286,0.539448
6392B6C5FB53,1502474610,459F7A08D5D7,2,23,-67,-70.7391,1.9121
6392B6C5FB53,1502474610,9A34ECDEA99E,2,30,-62,-63.4,0.723973
6392B6C5FB53,1502474610,5D358CDAED0D,2,30,-42,-44.1667,1.20583
6392B6C5FB53,1502474670,459F7A08D5D7,2,30,-65,-71.1667,3.04091
6392B6C5FB53,1502474670,F9632B2DFC58,2,26,-68,-68.6923,0.788378
6392B6C5FB53,1502474670,5D358CDAED0D,2,30,-41,-43.1667,0.592094
6392B6C5FB53,1502474670,9A34ECDEA99E,2,29,-62,-63.5172,1.02193
6392B6C5FB53,1502474670,459F7A08D5D7,2,30,-65,-71.1667,3.04091
6392B6C5FB53,1502474670,F9632B2DFC58,2,26,-68,-68.6923,0.788378
6392B6C5FB53,1502474670,5D358CDAED0D,2,30,-41,-43.1667,0.592094
6392B6C5FB53,1502474670,9A34ECDEA99E,2,29,-62,-63.5172,1.02193
6392B6C5FB53,1502474670,459F7A08D5D7,2,30,-65,-71.1667,3.04091
6392B6C5FB53,1502474670,F9632B2DFC58,2,26,-68,-68.6923,0.788378
6392B6C5FB53,1502474670,5D358CDAED0D,2,30,-41,-43.1667,0.592094
6392B6C5FB53,1502474670,9A34ECDEA99E,2,29,-62,-63.5172,1.02193
6392B6C5FB53,1502474730,F9632B2DFC58,2,29,-66,-68.3793,1.11528
6392B6C5FB53,1502474730,5D358CDAED0D,2,30,-43,-43.3667,0.490132
6392B6C5FB53,1502474730,459F7A08D5D7,2,27,-67,-71.0741,3.51837
6392B6C5FB53,1502474730,9A34ECDEA99E,2,29,-62,-64.1035,1.26335
6392B6C5FB53,1502474790,459F7A08D5D7,2,27,-67,-68.6296,0.88353
6392B6C5FB53,1502474790,5D358CDAED0D,2,30,-43,-43.3333,0.479463
6392B6C5FB53,1502474790,F9632B2DFC58,2,26,-66,-67.4615,0.811455
6392B6C5FB53,1502474790,9A34ECDEA99E,2,29,-60,-63.069,1.16285
6392B6C5FB53,1502474790,459F7A08D5D7,2,27,-67,-68.6296,0.88353
6392B6C5FB53,1502474790,5D358CDAED0D,2,30,-43,-43.3333,0.479463
6392B6C5FB53,1502474790,F9632B2DFC58,2,26,-66,-67.4615,0.811455
6392B6C5FB53,1502474790,9A34ECDEA99E,2,29,-60,-63.069,1.16285
6392B6C5FB53,1502474790,459F7A08D5D7,2,27,-67,-68.6296,0.88353
6392B6C5FB53,1502474790,5D358CDAED0D,2,30,-43,-43.3333,0.479463
6392B6C5FB53,1502474790,F9632B2DFC58,2,26,-66,-67.4615,0.811455
