6392B6C5FB53
time,hwid,type,samples,maxRSSI,mean,stddev
  (1502292033, '459F7A08D5D7', 2, 29, -64, -66.72413635253906, 1.2788538932800293)
  (1502292033, '9A34ECDEA99E', 2, 28, -67, -72.46427917480469, 2.6594629287719727)]]
[[ (1502292093, '94DC6692F976', 3, 30, -38, -39.766666412353516, 0.5040078163146973)
  (1502292093, '2D1032CDC2EC', 3, 29, -38, -39.620689392089844, 1.3473187685012817)
  (1502292093, '459F7A08D5D7', 2, 28, -65, -66.28570556640625, 1.013140082359314)
  (1502292093, '9A34ECDEA99E', 2, 25, -66, -71.07998657226562, 4.071444988250732)]]
[[ (1502292153, '94DC6692F976', 3, 30, -38, -41.13333511352539, 1.547709345817566)
  (1502292153, '2D1032CDC2EC', 3, 29, -37, -39.068965911865234, 1.032715082168579)
  (1502292153, '459F7A08D5D7', 2, 29, -64, -65.86207580566406, 0.9900993704795837)
  (1502292153, 'F9632B2DFC58', 2, 27, -69, -72.0740737915039, 1.2687342166900635)]]
[[ (1502292213, '94DC6692F976', 3, 29, -39, -42.965518951416016, 2.0785090923309326)
  (1502292213, '2D1032CDC2EC', 3, 30, -36, -37.03333282470703, 1.9205471277236938)
  (1502292213, '459F7A08D5D7', 2, 30, -65, -67.23333740234375, 1.5465937852859497)
  (1502292213, '9A34ECDEA99E', 2, 25, -64, -71.16000366210938, 2.656440019607544)]]
[[ (1502292273, '94DC6692F976', 3, 30, -42, -43.0333366394043, 0.8087179660797119)
  (1502292273, '2D1032CDC2EC', 3, 30, -35, -35.83333206176758, 0.37904903292655945)
  (1502292273, '459F7A08D5D7', 2, 27, -65, -66.33334350585938, 0.8320492506027222)
  (1502292273, '9A34ECDEA99E', 2, 28, -68, -73.03570556640625, 3.4370768070220947)]]
[[ (1502292333, '94DC6692F976', 3, 30, -40, -42.36666488647461, 0.9278584122657776)
  (1502292333, '2D1032CDC2EC', 3, 30, -35, -36.033329010009766, 0.4901329576969147)
  (1502292333, '459F7A08D5D7', 2, 30, -63, -65.50001525878906, 1.4323890209197998)
  (1502292333, '9A34ECDEA99E', 2, 24, -69, -73.87500762939453, 3.46802020072937)]]
[[ (1502292393, '94DC6692F976', 3, 30, -41, -43.06666564941406, 1.0148323774337769)
  (1502292393, '2D1032CDC2EC', 3, 30, -36, -36.30000305175781, 0.46609145402908325)
  (1502292393, '459F7A08D5D7', 2, 27, -63, -63.96295928955078, 0.8540173172950745)
  (1502292393, '9A34ECDEA99E', 2, 26, -67, -72.30769348144531, 3.619603395462036)]]
[[ (1502292453, '94DC6692F976', 3, 31, -41, -44.290321350097656, 1.7357717752456665)
  (1502292453, '2D1032CDC2EC', 3, 30, -36, -36.56666946411133, 0.6789095401763916)
  (1502292453, '459F7A08D5D7', 2, 28, -63, -64.6071548461914, 0.8751393556594849)
  (1502292453, '9A34ECDEA99E', 2, 26, -66, -70.30769348144531, 2.31117582321167)]]
[[ (1502292513, '2D1032CDC2EC', 3, 30, -35, -36.30000305175781, 0.5959625840187073)
  (1502292513, '459F7A08D5D7', 2, 27, -63, -64.51850128173828, 1.155932068824768)
  (1502292513, '9A34ECDEA99E', 2, 26, -64, -69.46154022216797, 2.4695053100585938)
  (1502292513, 'F9632B2DFC58', 2, 26, -71, -73.1153793334961, 1.7737401723861694)]]
[[ (1502292573, '2D1032CDC2EC', 3, 30, -35, -36.633331298828125, 0.8899182081222534)
